
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-08-15 14:09:17 /api/v1/notifications/stream ....................................................... ~ 502.91ms
  2026-08-15 14:09:18 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 14:09:20 /api/v1/notifications/stream ....................................................... ~ 504.20ms
  2026-08-15 14:09:21 /api/v1/notifications/stream ....................................................... ~ 514.87ms
  2026-08-15 14:09:22 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 14:09:24 /api/v1/notifications/stream ....................................................... ~ 514.20ms
  2026-08-15 14:09:25 /api/v1/notifications/stream ....................................................... ~ 501.83ms
  2026-08-15 14:09:26 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 14:09:28 /api/v1/notifications/stream ....................................................... ~ 510.99ms
  2026-08-15 14:09:29 /api/v1/notifications/stream ....................................................... ~ 512.81ms
  2026-08-15 14:09:30 /api/v1/notifications/stream ......................................................... ~ 0.25ms
  2026-08-15 14:09:32 /api/v1/notifications/stream ....................................................... ~ 515.45ms
  2026-08-15 14:09:33 /api/v1/notifications/stream ......................................................... ~ 0.33ms
  2026-08-15 14:09:34 /api/v1/notifications/stream ....................................................... ~ 515.98ms
  2026-08-15 14:09:36 /api/v1/notifications/stream ....................................................... ~ 514.71ms
  2026-08-15 14:09:37 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 14:09:39 /api/v1/notifications/stream ....................................................... ~ 508.85ms
  2026-08-15 14:09:40 /api/v1/notifications/stream ....................................................... ~ 502.35ms
  2026-08-15 14:09:41 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 14:09:43 /api/v1/notifications/stream ....................................................... ~ 509.35ms
  2026-08-15 14:09:44 /api/v1/notifications/stream ....................................................... ~ 511.99ms
  2026-08-15 14:09:45 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 14:09:47 /api/v1/notifications/stream ....................................................... ~ 507.98ms
  2026-08-15 14:09:48 /api/v1/notifications/stream ....................................................... ~ 506.18ms
  2026-08-15 14:09:49 /api/v1/notifications/stream ......................................................... ~ 0.32ms
  2026-08-15 14:09:51 /api/v1/notifications/stream ....................................................... ~ 503.78ms
  2026-08-15 14:09:52 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 14:09:53 /api/v1/notifications/stream ....................................................... ~ 518.29ms
  2026-08-15 14:09:55 /api/v1/notifications/stream ....................................................... ~ 508.94ms
  2026-08-15 14:09:56 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 14:09:57 /api/v1/notifications/stream ....................................................... ~ 515.03ms
  2026-08-15 14:09:59 /api/v1/notifications/stream ....................................................... ~ 509.01ms
  2026-08-15 14:10:00 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 14:10:01 /api/v1/notifications/stream ....................................................... ~ 501.54ms
  2026-08-15 14:10:03 /api/v1/notifications/stream ....................................................... ~ 514.88ms
  2026-08-15 14:10:04 /api/v1/notifications/stream ......................................................... ~ 0.32ms
  2026-08-15 14:10:05 /api/v1/notifications/stream ....................................................... ~ 509.31ms
  2026-08-15 14:10:07 /api/v1/notifications/stream ....................................................... ~ 515.08ms
  2026-08-15 14:10:08 /api/v1/notifications/stream ....................................................... ~ 502.32ms
  2026-08-15 14:10:09 /api/v1/notifications/stream ....................................................... ~ 504.49ms
  2026-08-15 14:10:11 /api/v1/notifications/stream ....................................................... ~ 510.01ms
  2026-08-15 14:10:12 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 14:10:14 /api/v1/notifications/stream ....................................................... ~ 504.36ms
  2026-08-15 14:10:15 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 14:10:16 /api/v1/notifications/stream ....................................................... ~ 501.29ms
  2026-08-15 14:10:18 /api/v1/notifications/stream ....................................................... ~ 506.06ms
  2026-08-15 14:10:19 /api/v1/notifications/stream ......................................................... ~ 0.26ms
  2026-08-15 14:10:20 /api/v1/notifications/stream ....................................................... ~ 506.63ms
  2026-08-15 14:10:22 /api/v1/notifications/stream ....................................................... ~ 514.59ms
  2026-08-15 14:10:23 /api/v1/notifications/stream ......................................................... ~ 1.75ms
